Date,Device,TrafficSource,Sessions,Orders,Revenue,Returns,BounceRate
2024-08-10,Desktop,Organic Search,470,11,575.54,2,0.431
2024-08-10,Desktop,Email,282,11,884.51,0,0.391
2024-08-10,Desktop,Social,357,9,868.01,3,0.598
2024-08-10,Desktop,Referral,261,8,581.44,2,0.509
2024-08-10,Tablet,Paid Search,225,4,405.44,0,0.623
2024-08-10,Tablet,Organic Search,205,7,450.59,0,0.322
2024-08-10,Tablet,Email,133,9,915.81,0,0.383
2024-08-10,Tablet,Social,162,5,449.32,0,0.395
2024-08-10,Tablet,Referral,114,2,167.56,0,0.185
2024-08-11,Mobile,Paid Search,690,18,1270.67,2,0.508
2024-08-11,Mobile,Organic Search,661,8,731.1,0,0.311
2024-08-11,Mobile,Email,402,10,860.62,0,0.429
2024-08-11,Mobile,Social,481,5,389.95,0,0.496
2024-08-11,Mobile,Referral,323,4,330.38,0,0.272
2024-08-11,Desktop,Paid Search,500,18,2189.37,0,0.312
2024-08-11,Desktop,Organic Search,460,8,936.2,0,0.498
2024-08-11,Desktop,Email,285,9,162.0,1,0.519
2024-08-11,Desktop,Social,334,7,643.91,0,0.447
2024-08-11,Desktop,Referral,255,8,666.63,2,0.343
2024-08-11,Tablet,Paid Search,224,3,271.66,0,0.302
2024-08-11,Tablet,Organic Search,203,8,650.34,0,0.54
2024-08-11,Tablet,Email,122,5,284.66,0,0.493
2024-08-11,Tablet,Social,155,6,581.57,0,0.447
2024-08-11,Tablet,Referral,110,2,109.28,0,0.388
2024-08-12,Mobile,Paid Search,689,13,1122.36,0,0.481
2024-08-12,Mobile,Organic Search,610,13,735.14,3,0.586
2024-08-12,Mobile,Email,387,8,747.79,1,0.367
2024-08-12,Mobile,Social,412,5,531.62,0,0.529
2024-08-12,Mobile,Referral,322,9,782.33,0,0.374
2024-08-12,Desktop,Paid Search,530,11,988.34,0,0.409
2024-08-12,Desktop,Organic Search,487,16,1566.98,0,0.483
2024-08-12,Desktop,Email,311,10,938.21,0,0.516
2024-08-12,Desktop,Social,352,12,827.87,1,0.533
2024-08-12,Desktop,Referral,243,4,343.75,0,0.433
2024-08-12,Tablet,Paid Search,247,4,355.02,1,0.327
2024-08-12,Tablet,Organic Search,210,7,313.39,1,0.378
2024-08-12,Tablet,Email,133,6,763.7,0,0.529
2024-08-12,Tablet,Social,149,5,387.09,0,0.248
2024-08-12,Tablet,Referral,112,2,148.55,0,0.445
2024-08-13,Mobile,Paid Search,641,16,1926.02,0,0.551
2024-08-13,Mobile,Organic Search,657,13,831.55,0,0.611
2024-08-13,Mobile,Email,337,11,892.23,1,0.501
2024-08-13,Mobile,Social,453,6,288.55,1,0.487
2024-08-13,Mobile,Referral,340,9,859.97,0,0.4
2024-08-13,Desktop,Paid Search,482,16,1711.18,3,0.573
2024-08-13,Desktop,Organic Search,456,10,855.59,0,0.514
2024-08-13,Desktop,Email,312,11,1025.5,3,0.394
2024-08-13,Desktop,Social,325,8,869.72,0,0.487
2024-08-13,Desktop,Referral,264,3,308.04,0,0.44
2024-08-13,Tablet,Paid Search,216,9,597.58,0,0.607
2024-08-13,Tablet,Organic Search,202,4,367.56,0,0.315
2024-08-13,Tablet,Email,136,7,748.51,0,0.365
2024-08-13,Tablet,Social,147,2,115.67,0,0.466
2024-08-13,Tablet,Referral,108,2,109.01,0,0.367
2024-08-14,Mobile,Paid Search,689,10,648.15,1,0.27
2024-08-14,Mobile,Organic Search,669,13,1514.96,0,0.376
2024-08-14,Mobile,Email,387,8,531.88,1,0.465
2024-08-14,Mobile,Social,483,12,832.18,1,0.414
2024-08-14,Mobile,Referral,327,9,718.36,0,0.591
2024-08-14,Desktop,Paid Search,507,15,1404.65,1,0.376
2024-08-14,Desktop,Organic Search,418,9,534.36,0,0.393
2024-08-14,Desktop,Email,310,11,874.73,1,0.309
2024-08-14,Desktop,Social,346,7,552.73,2,0.479
2024-08-14,Desktop,Referral,252,12,823.02,0,0.567
2024-08-14,Tablet,Paid Search,234,4,356.77,0,0.376
2024-08-14,Tablet,Organic Search,225,3,150.93,0,0.543
2024-08-14,Tablet,Email,115,1,95.26,0,0.482
2024-08-14,Tablet,Social,140,6,506.35,0,0.319
2024-08-14,Tablet,Referral,110,4,304.74,0,0.43
2024-08-15,Mobile,Paid Search,752,13,1078.99,1,0.482
2024-08-15,Mobile,Organic Search,593,10,530.87,1,0.534
2024-08-15,Mobile,Email,400,19,1799.17,1,0.468
2024-08-15,Mobile,Social,460,12,1074.88,1,0.486
2024-08-15,Mobile,Referral,344,13,990.86,3,0.493
2024-08-15,Desktop,Paid Search,491,26,2960.36,3,0.389
2024-08-15,Desktop,Organic Search,486,14,1113.32,0,0.409
2024-08-15,Desktop,Email,292,10,1133.81,1,0.444
2024-08-15,Desktop,Social,350,9,747.14,0,0.439
2024-08-15,Desktop,Referral,246,3,197.64,0,0.355
2024-08-15,Tablet,Paid Search,234,4,353.41,0,0.351
2024-08-15,Tablet,Organic Search,224,8,514.68,1,0.48
2024-08-15,Tablet,Email,131,5,280.91,2,0.372
2024-08-15,Tablet,Social,149,3,335.18,0,0.435
2024-08-15,Tablet,Referral,112,2,96.08,0,0.427
2024-08-16,Mobile,Paid Search,815,11,832.85,0,0.3
2024-08-16,Mobile,Organic Search,586,16,1808.55,1,0.436
2024-08-16,Mobile,Email,396,8,512.13,0,0.382
2024-08-16,Mobile,Social,460,16,1133.26,2,0.443
2024-08-16,Mobile,Referral,343,11,1327.62,0,0.264
2024-08-16,Desktop,Paid Search,511,14,1256.53,1,0.426
2024-08-16,Desktop,Organic Search,424,16,1355.58,2,0.347
2024-08-16,Desktop,Email,307,9,760.52,0,0.459
2024-08-16,Desktop,Social,331,10,945.41,1,0.382
2024-08-16,Desktop,Referral,242,5,486.32,0,0.218
2024-08-16,Tablet,Paid Search,229,9,722.77,1,0.353
2024-08-16,Tablet,Organic Search,219,3,169.62,0,0.436
2024-08-16,Tablet,Email,137,2,149.35,0,0.523
2024-08-16,Tablet,Social,146,0,0.0,0,0.442
2024-08-16,Tablet,Referral,110,4,334.29,0,0.328
2024-08-17,Mobile,Paid Search,808,13,1076.18,0,0.508
2024-08-17,Mobile,Organic Search,582,14,1411.79,1,0.839
2024-08-17,Mobile,Email,402,15,1697.45,2,0.365
2024-08-17,Mobile,Social,462,22,1557.2,2,0.419
2024-08-17,Mobile,Referral,324,8,743.89,0,0.587
2024-08-17,Desktop,Paid Search,477,15,1050.94,0,0.52
2024-08-17,Desktop,Organic Search,458,9,561.36,0,0.395
2024-08-17,Desktop,Email,308,12,809.29,1,0.509
2024-08-17,Desktop,Social,324,11,1025.44,0,0.452
2024-08-17,Desktop,Referral,235,4,320.82,0,0.593
2024-08-17,Tablet,Paid Search,214,6,580.69,2,0.433
2024-08-17,Tablet,Organic Search,216,2,235.24,0,0.355
2024-08-17,Tablet,Email,126,2,167.17,0,0.436
2024-08-17,Tablet,Social,153,2,177.99,0,0.456
2024-08-17,Tablet,Referral,113,4,247.72,0,0.586
2024-08-18,Mobile,Paid Search,689,14,1096.16,0,0.474
2024-08-18,Mobile,Organic Search,664,9,512.78,1,0.472
2024-08-18,Mobile,Email,379,7,539.37,1,0.227
2024-08-18,Mobile,Social,466,9,699.87,0,0.358
2024-08-18,Mobile,Referral,329,4,224.25,1,0.551
2024-08-18,Desktop,Paid Search,543,11,1147.86,1,0.441
2024-08-18,Desktop,Organic Search,505,12,998.42,0,0.456
2024-08-18,Desktop,Email,288,9,879.1,0,0.284
2024-08-18,Desktop,Social,341,5,492.12,0,0.484
2024-08-18,Desktop,Referral,254,8,544.37,0,0.474
2024-08-18,Tablet,Paid Search,246,6,464.46,0,0.524
2024-08-18,Tablet,Organic Search,214,3,193.53,0,0.539
2024-08-18,Tablet,Email,146,2,223.39,0,0.393
2024-08-18,Tablet,Social,159,4,317.71,0,0.446
2024-08-18,Tablet,Referral,113,1,86.99,0,0.36
2024-08-19,Mobile,Paid Search,672,18,887.55,1,0.348
2024-08-19,Mobile,Organic Search,683,12,542.83,1,0.409
2024-08-19,Mobile,Email,442,21,1792.95,3,0.488
2024-08-19,Mobile,Social,463,10,682.07,0,0.446
2024-08-19,Mobile,Referral,332,8,618.4,0,0.427
2024-08-19,Desktop,Paid Search,500,11,1305.41,0,0.242
2024-08-19,Desktop,Organic Search,481,18,1301.45,3,0.415
2024-08-19,Desktop,Email,261,14,642.72,0,0.464
2024-08-19,Desktop,Social,348,8,505.88,0,0.521
2024-08-19,Desktop,Referral,245,6,531.1,1,0.403
2024-08-19,Tablet,Paid Search,240,2,132.28,0,0.12
2024-08-19,Tablet,Organic Search,214,6,536.55,0,0.293
2024-08-19,Tablet,Email,132,5,391.72,0,0.394
2024-08-19,Tablet,Social,156,5,365.46,1,0.535
2024-08-19,Tablet,Referral,122,4,278.99,0,0.209
2024-08-20,Mobile,Paid Search,689,16,1081.65,0,0.295
2024-08-20,Mobile,Organic Search,603,11,804.69,0,0.49
2024-08-20,Mobile,Email,380,6,613.33,2,0.402
2024-08-20,Mobile,Social,438,12,866.64,1,0.351
2024-08-20,Mobile,Referral,337,3,297.01,0,0.557
2024-08-20,Desktop,Paid Search,523,21,1912.43,1,0.37
2024-08-20,Desktop,Organic Search,474,11,461.77,1,0.418
2024-08-20,Desktop,Email,276,12,818.23,0,0.468
2024-08-20,Desktop,Social,322,7,619.98,0,0.502
2024-08-20,Desktop,Referral,229,6,633.28,1,0.443
2024-08-20,Tablet,Paid Search,213,5,290.46,0,0.575
2024-08-20,Tablet,Organic Search,206,9,717.55,0,0.302
2024-08-20,Tablet,Email,123,2,152.74,0,0.442
2024-08-20,Tablet,Social,158,3,190.38,1,0.323
2024-08-20,Tablet,Referral,110,3,238.93,0,0.243
2024-08-21,Mobile,Paid Search,717,19,1444.79,3,0.358
2024-08-21,Mobile,Organic Search,622,7,603.32,1,0.555
2024-08-21,Mobile,Email,393,5,367.68,0,0.45
2024-08-21,Mobile,Social,480,8,512.72,0,0.202
2024-08-21,Mobile,Referral,299,9,463.15,0,0.398
2024-08-21,Desktop,Paid Search,481,13,813.48,1,0.554
2024-08-21,Desktop,Organic Search,464,6,386.05,0,0.488
2024-08-21,Desktop,Email,280,12,1187.87,3,0.284
2024-08-21,Desktop,Social,355,6,399.31,1,0.408
2024-08-21,Desktop,Referral,213,5,515.47,1,0.517
2024-08-21,Tablet,Paid Search,217,11,862.39,2,0.288
2024-08-21,Tablet,Organic Search,230,11,811.85,1,0.471
2024-08-21,Tablet,Email,137,5,149.05,0,0.341
2024-08-21,Tablet,Social,156,5,540.89,0,0.451
2024-08-21,Tablet,Referral,109,0,0.0,0,0.309
2024-08-22,Mobile,Paid Search,749,15,806.74,0,0.521
2024-08-22,Mobile,Organic Search,635,10,980.8,0,0.474
2024-08-22,Mobile,Email,400,16,1005.11,2,0.42
2024-08-22,Mobile,Social,467,4,358.85,0,0.415
2024-08-22,Mobile,Referral,316,9,796.92,0,0.343
2024-08-22,Desktop,Paid Search,560,21,1845.94,4,0.448
2024-08-22,Desktop,Organic Search,438,8,582.2,0,0.433
2024-08-22,Desktop,Email,306,16,1094.59,2,0.327
2024-08-22,Desktop,Social,369,6,599.72,1,0.525
2024-08-22,Desktop,Referral,250,11,769.18,1,0.405
2024-08-22,Tablet,Paid Search,226,2,148.11,0,0.382
2024-08-22,Tablet,Organic Search,233,8,768.66,0,0.481
2024-08-22,Tablet,Email,131,11,923.22,0,0.444
2024-08-22,Tablet,Social,147,3,324.6,0,0.285
2024-08-22,Tablet,Referral,102,3,235.29,0,0.453
2024-08-23,Mobile,Paid Search,669,11,777.0,0,0.548
2024-08-23,Mobile,Organic Search,626,12,1010.22,1,0.368
2024-08-23,Mobile,Email,394,20,1336.01,3,0.35
2024-08-23,Mobile,Social,439,12,789.81,0,0.383
2024-08-23,Mobile,Referral,334,6,366.35,1,0.395
2024-08-23,Desktop,Paid Search,575,14,1190.33,0,0.481
2024-08-23,Desktop,Organic Search,455,16,1422.37,0,0.264
2024-08-23,Desktop,Email,305,9,887.76,0,0.573
2024-08-23,Desktop,Social,373,15,1685.36,0,0.336
2024-08-23,Desktop,Referral,264,10,914.38,0,0.494
2024-08-23,Tablet,Paid Search,238,6,484.1,0,0.306
2024-08-23,Tablet,Organic Search,205,2,147.27,0,0.374
2024-08-23,Tablet,Email,129,1,73.13,0,0.266
2024-08-23,Tablet,Social,160,2,149.96,0,0.12
2024-08-23,Tablet,Referral,113,6,483.29,0,0.561
2024-08-24,Mobile,Paid Search,679,12,555.84,2,0.389
2024-08-24,Mobile,Organic Search,622,15,1057.91,1,0.211
2024-08-24,Mobile,Email,394,15,1385.36,1,0.661
2024-08-24,Mobile,Social,454,6,546.16,0,0.438
2024-08-24,Mobile,Referral,331,7,479.13,1,0.498
2024-08-24,Desktop,Paid Search,503,11,1086.07,2,0.513
2024-08-24,Desktop,Organic Search,451,8,271.95,0,0.522
2024-08-24,Desktop,Email,300,6,772.76,0,0.33
2024-08-24,Desktop,Social,339,5,548.63,0,0.341
2024-08-24,Desktop,Referral,243,7,571.46,0,0.425
2024-08-24,Tablet,Paid Search,222,8,225.7,1,0.276
2024-08-24,Tablet,Organic Search,208,8,624.28,0,0.434
2024-08-24,Tablet,Email,133,3,224.95,0,0.295
2024-08-24,Tablet,Social,145,3,219.59,0,0.488
2024-08-24,Tablet,Referral,113,1,88.08,0,0.592
2024-08-25,Mobile,Paid Search,737,18,990.57,1,0.317
2024-08-25,Mobile,Organic Search,565,19,1372.77,0,0.442
2024-08-25,Mobile,Email,422,10,1125.89,0,0.517
2024-08-25,Mobile,Social,481,2,92.31,0,0.471
2024-08-25,Mobile,Referral,324,5,394.64,0,0.422
2024-08-25,Desktop,Paid Search,516,6,594.68,0,0.23
2024-08-25,Desktop,Organic Search,471,12,855.48,1,0.496
2024-08-25,Desktop,Email,309,8,263.5,0,0.453
2024-08-25,Desktop,Social,366,12,971.65,0,0.564
2024-08-25,Desktop,Referral,273,8,784.08,0,0.429
2024-08-25,Tablet,Paid Search,242,5,356.79,0,0.389
2024-08-25,Tablet,Organic Search,183,4,255.27,1,0.563
2024-08-25,Tablet,Email,138,4,225.88,0,0.34
2024-08-25,Tablet,Social,140,2,146.85,0,0.461
2024-08-25,Tablet,Referral,108,1,89.87,0,0.431
2024-08-26,Mobile,Paid Search,723,17,1585.08,1,0.297
2024-08-26,Mobile,Organic Search,678,9,484.41,0,0.318
2024-08-26,Mobile,Email,415,9,528.5,1,0.383
2024-08-26,Mobile,Social,469,7,551.43,0,0.462
2024-08-26,Mobile,Referral,325,5,467.62,0,0.41
2024-08-26,Desktop,Paid Search,520,13,734.81,1,0.293
2024-08-26,Desktop,Organic Search,481,17,1654.34,1,0.383
2024-08-26,Desktop,Email,312,13,743.96,1,0.372
2024-08-26,Desktop,Social,354,8,654.14,0,0.53
2024-08-26,Desktop,Referral,240,7,680.3,0,0.358
2024-08-26,Tablet,Paid Search,249,5,305.84,0,0.36
2024-08-26,Tablet,Organic Search,215,3,284.56,0,0.416
2024-08-26,Tablet,Email,137,6,481.76,0,0.4
2024-08-26,Tablet,Social,151,1,84.0,0,0.258
2024-08-26,Tablet,Referral,114,1,91.97,0,0.27
2024-08-27,Mobile,Paid Search,664,17,1204.03,0,0.3
2024-08-27,Mobile,Organic Search,636,10,1072.42,1,0.255
2024-08-27,Mobile,Email,406,13,828.98,2,0.373
2024-08-27,Mobile,Social,483,6,352.27,0,0.427
2024-08-27,Mobile,Referral,357,5,479.6,0,0.542
2024-08-27,Desktop,Paid Search,508,9,471.1,0,0.354
2024-08-27,Desktop,Organic Search,462,12,1311.38,3,0.645
2024-08-27,Desktop,Email,266,4,339.3,0,0.527
2024-08-27,Desktop,Social,339,7,226.98,0,0.398
2024-08-27,Desktop,Referral,233,8,443.41,0,0.403
2024-08-27,Tablet,Paid Search,229,7,564.87,0,0.479
2024-08-27,Tablet,Organic Search,192,8,513.45,0,0.488
2024-08-27,Tablet,Email,136,4,326.31,0,0.453
2024-08-27,Tablet,Social,145,2,193.93,0,0.425
2024-08-27,Tablet,Referral,112,5,372.75,0,0.278
2024-08-28,Mobile,Paid Search,683,11,683.49,0,0.274
2024-08-28,Mobile,Organic Search,610,18,1615.95,1,0.34
2024-08-28,Mobile,Email,381,9,607.41,1,0.419
2024-08-28,Mobile,Social,439,11,996.83,1,0.474
2024-08-28,Mobile,Referral,321,2,189.91,0,0.397
2024-08-28,Desktop,Paid Search,524,20,1464.59,1,0.519
2024-08-28,Desktop,Organic Search,488,12,666.56,1,0.35
2024-08-28,Desktop,Email,295,6,555.59,1,0.327
2024-08-28,Desktop,Social,339,10,849.3,1,0.41
2024-08-28,Desktop,Referral,229,6,491.52,0,0.493
2024-08-28,Tablet,Paid Search,231,10,722.38,0,0.379
2024-08-28,Tablet,Organic Search,223,7,459.26,0,0.176
2024-08-28,Tablet,Email,138,5,463.7,0,0.262
2024-08-28,Tablet,Social,147,4,361.64,0,0.508
2024-08-28,Tablet,Referral,113,5,348.23,1,0.648
2024-08-29,Mobile,Paid Search,658,10,729.94,1,0.411
2024-08-29,Mobile,Organic Search,606,12,848.71,1,0.498
2024-08-29,Mobile,Email,401,18,1306.33,0,0.375
2024-08-29,Mobile,Social,500,8,636.3,1,0.383
2024-08-29,Mobile,Referral,320,3,218.5,0,0.438
2024-08-29,Desktop,Paid Search,552,14,1308.99,0,0.401
2024-08-29,Desktop,Organic Search,460,10,954.37,0,0.464
2024-08-29,Desktop,Email,284,10,946.33,0,0.221
2024-08-29,Desktop,Social,353,17,1228.42,0,0.391
2024-08-29,Desktop,Referral,246,2,202.97,0,0.363
2024-08-29,Tablet,Paid Search,228,11,858.78,2,0.401
2024-08-29,Tablet,Organic Search,221,6,463.49,1,0.463
2024-08-29,Tablet,Email,129,5,355.7,0,0.168
2024-08-29,Tablet,Social,164,4,334.42,0,0.429
2024-08-29,Tablet,Referral,105,2,196.68,0,0.421
2024-08-30,Mobile,Paid Search,647,27,1277.68,0,0.511
2024-08-30,Mobile,Organic Search,625,11,1118.02,0,0.371
2024-08-30,Mobile,Email,399,6,488.43,0,0.238
2024-08-30,Mobile,Social,445,8,526.94,1,0.381
2024-08-30,Mobile,Referral,355,2,183.94,0,0.434
2024-08-30,Desktop,Paid Search,525,16,1518.87,0,0.4
2024-08-30,Desktop,Organic Search,443,11,842.25,0,0.247
2024-08-30,Desktop,Email,313,12,1177.96,1,0.378
2024-08-30,Desktop,Social,348,8,745.43,1,0.344
2024-08-30,Desktop,Referral,241,9,858.15,1,0.498
2024-08-30,Tablet,Paid Search,208,4,383.07,0,0.322
2024-08-30,Tablet,Organic Search,201,5,570.98,1,0.275
2024-08-30,Tablet,Email,138,5,277.28,0,0.532
2024-08-30,Tablet,Social,158,4,324.21,0,0.511
2024-08-30,Tablet,Referral,122,3,255.31,1,0.419
2024-08-31,Mobile,Paid Search,752,12,856.53,1,0.454
2024-08-31,Mobile,Organic Search,625,9,763.21,2,0.405
2024-08-31,Mobile,Email,430,7,563.74,1,0.369
2024-08-31,Mobile,Social,459,9,785.91,1,0.475
2024-08-31,Mobile,Referral,330,7,483.22,2,0.505
2024-08-31,Desktop,Paid Search,481,12,1280.74,1,0.353
2024-08-31,Desktop,Organic Search,443,9,703.77,0,0.277
2024-08-31,Desktop,Email,284,8,700.87,0,0.558
2024-08-31,Desktop,Social,351,13,978.0,1,0.354
2024-08-31,Desktop,Referral,236,6,561.64,0,0.391
2024-08-31,Tablet,Paid Search,235,7,393.91,1,0.43
2024-08-31,Tablet,Organic Search,208,3,226.74,0,0.494
2024-08-31,Tablet,Email,134,3,310.23,1,0.384
2024-08-31,Tablet,Social,159,2,195.18,0,0.526
2024-08-31,Tablet,Referral,111,1,99.75,0,0.453
2024-09-01,Mobile,Paid Search,670,8,706.87,0,0.212
2024-09-01,Mobile,Organic Search,661,17,357.46,4,0.329
2024-09-01,Mobile,Email,403,13,971.67,0,0.31
2024-09-01,Mobile,Social,439,17,1061.83,2,0.5
2024-09-01,Mobile,Referral,347,8,837.22,2,0.384
2024-09-01,Desktop,Paid Search,511,13,955.94,0,0.227
2024-09-01,Desktop,Organic Search,495,13,1068.8,0,0.557
2024-09-01,Desktop,Email,295,12,1043.56,1,0.457
2024-09-01,Desktop,Social,331,8,541.02,0,0.439
2024-09-01,Desktop,Referral,241,4,305.93,1,0.332
2024-09-01,Tablet,Paid Search,244,9,556.38,1,0.472
2024-09-01,Tablet,Organic Search,231,7,471.97,0,0.316
2024-09-01,Tablet,Email,130,4,434.96,0,0.465
2024-09-01,Tablet,Social,154,2,137.33,0,0.487
2024-09-01,Tablet,Referral,113,1,52.06,0,0.283
2024-09-02,Mobile,Paid Search,675,17,576.83,2,0.505
2024-09-02,Mobile,Organic Search,640,13,691.83,1,0.38
2024-09-02,Mobile,Email,374,7,420.35,1,0.307
2024-09-02,Mobile,Social,450,7,670.21,1,0.432
2024-09-02,Mobile,Referral,339,6,319.54,0,0.393
2024-09-02,Desktop,Paid Search,569,8,681.02,0,0.393
2024-09-02,Desktop,Organic Search,511,7,595.61,0,0.376
2024-09-02,Desktop,Email,313,10,931.43,0,0.499
2024-09-02,Desktop,Social,322,11,740.52,1,0.314
2024-09-02,Desktop,Referral,228,3,154.1,0,0.397
2024-09-02,Tablet,Paid Search,234,6,607.3,2,0.494
2024-09-02,Tablet,Organic Search,194,2,118.79,0,0.478
2024-09-02,Tablet,Email,132,7,605.9,1,0.495
2024-09-02,Tablet,Social,147,0,0.0,0,0.459
2024-09-02,Tablet,Referral,110,4,335.74,0,0.663
2024-09-03,Mobile,Paid Search,807,10,955.13,1,0.469
2024-09-03,Mobile,Organic Search,661,6,358.46,0,0.546
2024-09-03,Mobile,Email,383,11,877.79,0,0.363
2024-09-03,Mobile,Social,444,8,650.99,1,0.519
2024-09-03,Mobile,Referral,345,9,564.86,0,0.476
2024-09-03,Desktop,Paid Search,531,23,1268.73,1,0.414
2024-09-03,Desktop,Organic Search,508,16,1031.25,2,0.291
2024-09-03,Desktop,Email,260,18,1764.67,1,0.427
2024-09-03,Desktop,Social,327,10,948.08,0,0.296
2024-09-03,Desktop,Referral,246,4,297.34,0,0.473
2024-09-03,Tablet,Paid Search,229,8,471.18,0,0.532
2024-09-03,Tablet,Organic Search,232,6,760.76,0,0.581
2024-09-03,Tablet,Email,129,4,344.51,0,0.385
2024-09-03,Tablet,Social,156,6,412.29,0,0.514
2024-09-03,Tablet,Referral,108,2,124.53,0,0.411
2024-09-04,Mobile,Paid Search,717,7,562.47,0,0.228
2024-09-04,Mobile,Organic Search,663,15,1015.73,0,0.466
2024-09-04,Mobile,Email,393,7,512.81,3,0.636
2024-09-04,Mobile,Social,447,10,585.98,0,0.341
2024-09-04,Mobile,Referral,334,9,697.69,0,0.618
2024-09-04,Desktop,Paid Search,508,16,872.93,1,0.41
2024-09-04,Desktop,Organic Search,462,17,1321.78,1,0.331
2024-09-04,Desktop,Email,294,15,1288.62,2,0.349
2024-09-04,Desktop,Social,350,4,303.06,0,0.44
2024-09-04,Desktop,Referral,254,6,695.1,0,0.375
2024-09-04,Tablet,Paid Search,220,8,688.95,2,0.546
2024-09-04,Tablet,Organic Search,227,9,552.81,0,0.412
2024-09-04,Tablet,Email,123,7,461.72,1,0.588
2024-09-04,Tablet,Social,151,4,444.18,1,0.278
2024-09-04,Tablet,Referral,109,3,239.19,0,0.618
2024-09-05,Mobile,Paid Search,701,14,957.16,0,0.326
2024-09-05,Mobile,Organic Search,684,15,1622.76,0,0.342
2024-09-05,Mobile,Email,408,13,1364.1,0,0.477
2024-09-05,Mobile,Social,457,9,479.09,0,0.321
2024-09-05,Mobile,Referral,341,10,1158.67,1,0.445
2024-09-05,Desktop,Paid Search,512,15,1244.61,1,0.472
2024-09-05,Desktop,Organic Search,497,12,1203.02,0,0.277
2024-09-05,Desktop,Email,287,5,576.07,0,0.269
2024-09-05,Desktop,Social,348,9,556.5,2,0.286
2024-09-05,Desktop,Referral,251,2,227.77,1,0.242
2024-09-05,Tablet,Paid Search,232,6,485.16,0,0.449
2024-09-05,Tablet,Organic Search,210,2,185.85,0,0.391
2024-09-05,Tablet,Email,131,5,360.44,0,0.393
2024-09-05,Tablet,Social,150,3,126.28,0,0.391
2024-09-05,Tablet,Referral,109,5,366.96,0,0.229
2024-09-06,Mobile,Paid Search,700,4,347.49,0,0.425
2024-09-06,Mobile,Organic Search,656,19,1246.07,2,0.316
2024-09-06,Mobile,Email,403,11,564.05,1,0.286
2024-09-06,Mobile,Social,409,11,702.74,1,0.293
2024-09-06,Mobile,Referral,316,3,220.35,0,0.326
2024-09-06,Desktop,Paid Search,499,12,589.77,0,0.329
2024-09-06,Desktop,Organic Search,465,8,749.4,1,0.506
2024-09-06,Desktop,Email,299,12,1405.01,0,0.497
2024-09-06,Desktop,Social,352,10,1119.37,1,0.361
2024-09-06,Desktop,Referral,235,7,551.55,0,0.498
2024-09-06,Tablet,Paid Search,247,13,707.4,0,0.412
2024-09-06,Tablet,Organic Search,221,7,559.0,1,0.439
2024-09-06,Tablet,Email,133,6,212.3,0,0.221
2024-09-06,Tablet,Social,152,7,430.65,1,0.354
2024-09-06,Tablet,Referral,113,3,255.13,0,0.263
2024-09-07,Mobile,Paid Search,672,7,462.52,1,0.484
2024-09-07,Mobile,Organic Search,589,11,1072.18,1,0.474
2024-09-07,Mobile,Email,401,11,533.64,0,0.288
2024-09-07,Mobile,Social,499,11,559.86,0,0.382
2024-09-07,Mobile,Referral,340,6,570.12,0,0.457
2024-09-07,Desktop,Paid Search,469,10,710.34,0,0.612
2024-09-07,Desktop,Organic Search,488,5,493.02,0,0.606
2024-09-07,Desktop,Email,299,11,969.04,0,0.468
2024-09-07,Desktop,Social,324,11,669.1,1,0.381
2024-09-07,Desktop,Referral,246,5,344.03,0,0.3
2024-09-07,Tablet,Paid Search,238,5,274.91,0,0.468
2024-09-07,Tablet,Organic Search,205,5,389.49,0,0.385
2024-09-07,Tablet,Email,135,6,420.86,1,0.276
2024-09-07,Tablet,Social,146,4,349.21,0,0.474
2024-09-07,Tablet,Referral,110,4,246.27,1,0.367
2024-09-08,Mobile,Paid Search,725,17,1167.73,1,0.524
2024-09-08,Mobile,Organic Search,681,7,468.59,0,0.706
2024-09-08,Mobile,Email,382,18,1453.63,0,0.481
2024-09-08,Mobile,Social,422,8,622.42,0,0.446
2024-09-08,Mobile,Referral,322,7,728.9,0,0.4
2024-09-08,Desktop,Paid Search,489,12,989.19,0,0.363
2024-09-08,Desktop,Organic Search,444,5,402.5,1,0.393
2024-09-08,Desktop,Email,304,15,908.56,1,0.363
2024-09-08,Desktop,Social,329,11,683.16,0,0.497
2024-09-08,Desktop,Referral,233,5,391.53,0,0.347
2024-09-08,Tablet,Paid Search,232,5,408.64,0,0.491
2024-09-08,Tablet,Organic Search,228,6,707.72,0,0.621
2024-09-08,Tablet,Email,128,5,260.41,0,0.381
2024-09-08,Tablet,Social,144,6,492.9,0,0.53
2024-09-08,Tablet,Referral,112,3,203.19,0,0.521
2024-09-09,Mobile,Paid Search,692,9,572.88,1,0.443
2024-09-09,Mobile,Organic Search,635,18,1236.89,1,0.368
2024-09-09,Mobile,Email,372,9,739.03,2,0.43
2024-09-09,Mobile,Social,447,6,483.11,1,0.431
2024-09-09,Mobile,Referral,327,4,378.54,1,0.434
2024-09-09,Desktop,Paid Search,560,14,850.63,0,0.558
2024-09-09,Desktop,Organic Search,468,8,727.77,0,0.572
2024-09-09,Desktop,Email,303,12,1390.03,0,0.345
2024-09-09,Desktop,Social,311,14,714.99,1,0.435
2024-09-09,Desktop,Referral,241,9,727.08,1,0.353
2024-09-09,Tablet,Paid Search,221,2,94.01,0,0.362
2024-09-09,Tablet,Organic Search,223,6,514.73,1,0.457
