DateKey,RegionKey,ChannelKey,ProductKey,Revenue,Profit,Leads,DealsWon
20251027,2,2,10,637.17,187.6,3,0
20250717,4,1,3,107.04,21.52,5,1
20251130,2,2,2,493.59,205.55,4,1
20250605,1,2,6,1033.26,232.63,3,1
20250407,4,3,3,882.35,305.94,2,0
20251026,1,3,9,1505.14,267.3,4,1
20240602,2,1,6,1284.96,462.06,3,0
20241211,2,2,10,973.94,365.41,2,0
20251213,2,1,3,2070.04,590.84,3,0
20240730,3,1,5,845.44,374.14,3,0
20240805,1,3,5,872.56,473.6,1,0
20251110,2,3,5,1281.86,551.05,3,0
20260122,1,1,8,2415.89,988.28,1,0
20260211,2,2,5,1038.06,379.07,3,0
20240601,4,1,4,2365.41,925.45,5,0
20250308,1,1,4,593.11,206.57,1,0
20250914,4,1,1,986.74,318.8,5,0
20250520,1,2,3,1421.73,235.8,4,0
20240621,1,2,2,592.85,238.26,3,0
20251022,1,2,9,179.26,34.22,5,0
20260210,4,1,10,1401.48,408.93,1,0
20250715,3,2,1,1978.43,489.7,3,0
20240901,2,3,5,713.49,207.79,6,0
20250615,1,1,1,2711.1,657.17,2,1
20250113,2,1,7,1358.18,501.03,2,0
20251013,3,2,7,1784.91,515.5,1,0
20240823,2,1,9,888.91,171.22,5,1
20240824,1,2,6,1617.54,465.26,5,0
20260118,1,1,4,2072.15,859.23,4,0
20241208,3,2,3,349.03,106.72,3,0
20250614,2,3,5,1994.4,678.9,1,0
20251104,2,2,5,1404.17,566.26,3,1
20251127,1,1,5,1234.78,528.12,3,0
20241113,2,1,10,1735.67,616.04,3,0
20250801,2,2,3,2438.6,637.07,3,0
20240805,4,2,10,1878.67,496.65,2,0
20250626,2,1,8,877.78,271.44,5,0
20240824,3,1,2,1357.99,341.91,5,0
20260219,4,2,9,2775.31,929.1,4,0
20250608,2,2,8,3196.28,1137.95,2,0
20240317,1,2,5,818.83,155.51,1,1
20241126,1,2,8,283.15,138.57,4,0
20241111,4,3,5,828.19,382.59,1,0
20250123,2,2,8,1341.1,379.53,3,0
20250605,1,2,4,1202.11,561.83,6,1
20240620,2,1,10,1081.57,303.53,4,0
20250413,4,1,6,488.07,181.26,2,1
20250815,1,2,3,1173.94,388.49,3,0
20260217,2,2,6,668.73,262.35,4,0
20241108,1,3,10,2098.67,656.73,7,0
20240811,2,2,9,1912.14,602.29,3,0
20250811,3,1,2,1511.47,614.56,3,1
20251015,2,2,5,340.04,115.74,5,0
20240311,4,2,10,781.16,304.92,2,0
20240415,3,1,2,2069.2,480.31,2,0
20241225,4,2,3,1150.06,331.36,2,0
20250626,1,2,2,2460.41,635.33,4,0
20250416,1,3,3,915.37,320.48,6,0
20241226,1,1,9,2793.35,654.14,2,1
20240908,1,1,5,606.81,290.73,6,0
20250319,3,2,6,1276.21,326.12,3,1
20250525,1,3,9,710.25,234.42,3,0
20260207,3,2,5,2053.34,648.15,3,0
20260130,2,3,7,1940.82,597.86,4,0
20251214,1,2,6,1649.12,293.05,3,0
20241231,3,2,2,434.25,174.21,6,0
20240701,1,2,8,772.6,287.12,4,0
20240818,2,2,9,771.59,276.11,3,1
20240708,3,1,5,1103.85,394.77,3,0
20240501,3,3,5,523.91,113.5,4,0
20250324,3,3,8,2094.04,514.8,3,0
20250224,3,3,3,1119.55,599.46,3,0
20241130,3,2,3,242.5,102.39,1,0
20250222,2,2,1,577.73,235.27,4,0
20240814,4,3,7,510.37,227.4,6,0
20240416,4,2,5,1145.32,271.11,2,0
20250118,1,3,2,957.87,238.09,2,0
20251221,4,2,10,1113.86,372.72,2,0
20251009,4,2,9,224.66,69.15,5,0
20240719,3,2,7,484.85,169.19,4,1
20241125,2,3,9,939.6,415.84,6,1
20240729,2,2,2,2367.58,580.97,2,1
20250717,4,2,8,638.31,247.4,2,0
20250222,1,2,10,2076.28,526.19,5,0
20250115,3,3,9,2082.65,785.8,5,0
20251211,1,3,10,1051.02,375.57,5,0
20241219,2,3,10,935.22,375.74,7,0
20250703,1,1,6,727.53,180.09,5,0
20250824,4,2,10,549.62,172.05,7,0
20241225,1,3,7,1196.19,335.77,4,1
20250606,3,1,10,2341.57,904.21,1,0
20241021,2,1,8,1789.84,612.88,3,0
20251206,4,2,2,574.98,145.23,4,0
20250726,2,3,1,604.23,273.08,4,0
20240819,4,1,10,991.62,317.68,1,0
20250410,3,3,4,1444.63,524.62,2,0
20260220,3,1,10,925.27,299.75,2,1
20250223,4,1,1,1353.75,433.9,3,0
20240319,1,1,1,445.91,168.25,4,0
20250108,2,3,4,1933.25,784.42,5,0
20250803,3,1,9,3654.99,1467.13,3,0
20241127,1,3,1,335.54,140.83,3,1
20251021,4,1,2,1095.85,437.55,1,0
20251106,3,3,7,171.1,16.81,4,0
20241011,3,1,5,931.21,349.81,2,0
20251220,4,2,9,1101.37,476.37,1,0
20240612,4,2,7,725.17,293.63,3,0
20240819,2,3,8,1307.77,628.94,2,0
20250110,1,1,1,2251.72,1087.81,5,1
20241207,3,2,7,1453.28,353.2,3,0
20250119,3,1,1,1183.29,636.3,2,1
20251213,1,3,7,489.7,148.59,1,0
20250215,1,3,9,241.76,70.6,4,0
20240310,1,1,1,1460.24,645.06,5,0
20241126,4,1,9,912.08,358.3,4,0
20240506,1,1,6,1371.1,492.2,6,0
20240907,1,2,10,2086.85,787.08,2,0
20250801,3,1,2,1014.82,358.99,3,0
20240610,2,2,3,1568.15,525.59,5,1
20240908,1,3,2,789.76,248.29,8,0
20240719,1,1,6,3838.48,666.55,3,0
20250209,2,2,8,1727.54,706.22,3,0
20250424,4,2,8,2147.61,408.82,8,0
20250610,2,2,6,144.7,35.99,5,1
20260111,1,1,1,3282.67,1139.79,1,0
20240928,4,1,10,833.05,375.11,3,1
20240528,2,2,1,1151.87,253.28,2,0
20241111,1,1,9,1403.61,382.9,2,0
20250922,3,1,2,2005.7,487.73,1,1
20250819,4,1,5,2961.51,928.32,2,0
20241206,3,3,7,1063.14,423.9,2,0
20250623,1,3,5,311.44,104.0,1,1
20250303,1,1,6,913.59,208.4,2,0
20240505,4,1,5,1540.91,885.38,5,0
20250310,1,2,9,811.13,325.18,4,0
20241130,3,1,6,544.82,237.1,2,1
20241223,1,2,10,1102.14,359.89,3,0
20241106,2,3,2,565.05,249.18,4,1
20260109,4,3,5,251.42,48.88,3,0
20260117,3,2,9,442.27,186.08,2,0
20241115,1,3,8,563.84,213.88,3,0
20260120,3,2,3,213.83,108.58,4,0
20260211,2,2,2,1349.02,518.85,2,0
20250424,4,3,4,1093.79,421.05,3,1
20240925,1,1,5,906.09,462.85,3,0
20251227,1,1,9,1410.53,495.72,3,0
20240604,3,1,2,2397.91,1058.23,1,0
20240616,3,1,1,693.98,266.41,3,0
20241229,3,1,6,2214.68,978.94,5,1
20260103,1,2,9,1396.37,382.34,4,0
20250614,3,1,5,1812.47,515.78,4,0
20250826,1,3,10,1194.02,469.61,2,0
20240616,1,3,5,421.63,198.18,4,0
20240522,4,1,9,1897.62,804.11,4,0
20240826,2,1,9,1879.97,863.1,1,0
20251014,2,3,9,345.42,122.22,2,0
20240808,3,1,1,1094.04,385.53,2,1
20240525,2,2,5,1198.9,441.58,3,0
20250525,2,2,4,1188.57,348.79,2,0
20241020,3,3,3,1618.31,259.78,9,0
20250812,2,1,8,1532.39,527.51,2,0
20260104,4,1,4,146.41,49.62,4,0
20260221,1,1,4,1730.12,715.5,4,0
20240423,1,3,4,616.98,186.05,3,0
20250820,1,2,7,1932.45,601.51,4,0
20251104,4,3,6,519.06,223.14,2,0
20250402,4,2,10,460.35,213.29,3,1
20260104,1,2,3,3585.15,1268.68,3,0
20251222,4,1,4,645.58,174.87,5,1
20250728,4,2,10,2800.3,961.74,6,0
20240909,3,2,7,611.87,165.87,3,0
20240411,3,3,5,1338.73,584.12,3,0
20250808,1,1,9,3514.12,1449.81,2,0
20250328,1,1,8,3006.41,461.63,4,1
20251221,1,2,6,1617.94,889.28,4,0
20240509,3,1,5,1311.07,343.61,2,0
20250416,3,1,3,709.56,164.56,2,0
20251213,4,1,4,1651.12,487.23,3,0
20251031,2,2,2,213.49,73.12,3,0
20250125,2,1,8,1262.95,333.7,4,1
20251119,1,1,8,1650.67,691.79,2,0
20260113,4,1,1,2265.19,718.45,3,0
20250922,4,3,1,2102.13,812.85,3,0
20241217,1,1,5,180.34,47.3,3,0
20240519,2,1,9,1709.45,428.58,2,0
20240311,2,2,6,208.66,84.78,4,0
20240708,2,1,6,1459.03,327.04,1,0
20250617,3,2,5,93.72,38.33,3,0
20251119,2,3,1,253.71,78.33,4,1
20250109,2,2,9,2420.62,621.04,4,1
20250323,1,2,10,1033.18,303.69,5,1
20250618,1,1,9,5711.49,1216.96,3,0
20251126,3,1,6,2615.78,1138.41,3,1
20250227,2,3,5,991.89,436.71,8,0
20250226,4,2,9,360.38,86.18,2,0
20241209,4,2,10,770.18,267.52,5,0
20250309,1,2,10,1294.23,518.37,2,0
20260117,3,3,9,345.22,117.02,3,0
20250602,4,2,6,495.95,122.69,4,0
20251011,3,2,5,1366.18,408.45,2,0
20240309,2,1,8,1413.09,607.67,1,0
20250814,1,2,6,219.91,65.65,3,0
20240811,2,1,7,633.39,233.67,2,0
20241121,1,1,5,1921.54,732.82,3,0
20240505,4,3,8,864.99,303.73,4,0
20250108,1,1,1,786.55,244.66,6,1
20250307,1,1,2,2321.18,591.68,2,0
20240524,3,2,3,295.88,145.87,1,0
20260126,3,1,8,1325.53,323.11,4,0
20241108,3,1,8,292.02,116.02,6,0
20240929,1,2,10,1601.03,668.31,4,0
20250520,1,2,2,1243.48,463.18,1,0
20250822,2,3,6,436.34,196.09,4,0
20240715,1,2,9,911.22,274.61,2,0
20240804,2,3,1,884.98,361.47,6,0
20240328,3,3,6,263.83,80.83,1,0
20240726,2,3,10,2020.89,684.36,2,0
20241111,4,2,8,2079.7,381.52,2,1
20260222,3,2,6,1675.14,590.83,3,0
20241130,2,2,1,713.27,255.21,3,0
20241206,1,3,9,1646.04,561.8,3,0
20251027,1,2,9,379.99,134.92,3,0
20250820,1,2,9,715.57,244.05,5,0
20251019,2,1,3,1120.63,247.12,3,0
20240722,4,1,10,275.46,131.23,2,0
20251212,3,2,6,827.57,269.74,5,0
20240502,1,1,9,1408.12,299.39,6,0
20250917,3,1,2,1775.46,515.13,3,0
20241130,4,1,4,1971.71,785.79,6,0
20250513,3,2,10,427.28,85.01,2,1
20250330,2,3,6,505.4,158.8,2,0
20240702,1,1,4,5326.17,1734.96,2,0
20250127,1,3,8,121.75,38.46,4,0
20250621,1,1,7,2311.75,809.8,3,0
20260215,3,2,7,359.11,108.36,2,0
20240829,1,1,9,1918.92,531.74,2,1
20240812,2,3,6,532.1,182.57,3,0
20260109,2,2,1,1343.07,701.35,2,0
20241111,3,3,9,708.2,210.43,2,0
20260211,1,3,8,1065.35,360.35,5,0
20251203,4,2,8,557.71,181.83,3,1
20250905,3,3,3,333.04,166.59,3,0
20250716,3,1,8,1601.69,535.16,7,0
20250730,1,3,10,246.17,98.37,3,1
20250610,1,2,4,2303.98,871.3,1,0
20240804,3,1,10,2212.64,735.36,2,1
20241210,1,3,7,656.84,292.84,5,0
20250130,4,3,3,435.0,200.05,2,0
20250711,3,2,5,1761.13,582.58,3,0
20240610,1,1,4,2145.31,826.56,1,1
20250614,3,1,10,1594.23,532.08,4,0
20251017,4,1,10,2560.82,508.3,2,0
20250602,4,2,5,501.6,138.33,4,0
20250622,2,2,1,1028.13,548.92,3,0
20260129,2,2,3,408.63,147.5,2,0
20240727,3,1,3,380.53,150.72,4,0
20251205,4,1,6,945.46,261.43,2,0
20240723,3,2,6,2284.02,641.69,2,0
20240831,3,3,4,826.68,241.1,3,1
20251209,3,2,6,406.25,161.27,3,0
20240705,3,3,10,1517.4,467.43,4,1
20250522,3,1,7,456.52,237.19,4,0
20250725,4,2,8,1032.61,323.1,5,1
20250630,3,3,7,791.47,249.36,3,0
20250615,2,2,7,1074.71,394.91,3,0
20241114,4,1,6,2065.83,724.65,4,0
20250816,4,1,2,623.81,182.33,3,0
20250529,3,1,1,1238.83,400.29,5,1
20250814,1,2,6,4468.62,991.97,3,0
20251123,3,2,3,760.13,283.41,2,1
20260109,1,2,4,692.94,243.3,8,0
20241216,1,2,3,1122.14,302.28,1,0
20250505,2,2,2,1112.59,507.05,4,0
20241126,1,2,6,337.41,164.81,4,0
20251005,2,2,1,776.23,330.74,2,0
20241229,1,1,10,1158.57,398.57,3,0
20260220,1,1,10,1764.19,716.57,5,0
20250307,3,2,4,1172.27,323.27,3,1
20240801,2,2,5,298.47,67.23,4,0
20240916,1,2,9,1097.24,445.39,2,0
20251217,2,1,10,1096.19,457.0,6,1
20240510,3,3,7,1053.0,379.13,1,0
20250311,1,2,8,744.37,294.18,1,1
20241225,4,1,10,883.55,325.86,4,0
20240427,2,3,6,1118.41,418.08,4,1
20250917,2,3,10,92.27,29.03,5,1
20240612,1,2,4,2418.57,766.85,3,1
20240830,3,1,3,1435.77,340.68,4,1
20241011,1,1,2,2976.91,1011.7,6,1
20240413,3,3,4,279.36,109.37,6,0
20241119,1,2,8,2785.63,854.3,3,0
20260221,2,1,1,1080.81,490.83,1,0
20241105,1,2,5,1362.07,368.4,3,0
20240522,1,1,1,1339.71,572.49,3,0
20240824,2,2,7,1975.44,449.26,3,0
20240321,1,1,10,1740.32,577.6,4,0
20250319,1,2,2,647.54,222.09,2,0
20241004,2,2,4,1045.61,432.96,5,0
20250328,3,3,9,385.89,106.35,6,0
20250720,2,3,7,1925.48,184.45,5,1
20250908,4,3,2,608.06,240.6,4,1
20250510,1,1,7,1232.5,472.44,4,0
20240818,2,2,6,1441.42,320.42,5,0
20250101,1,3,8,1556.77,327.64,1,0
20241125,1,2,6,1117.86,360.28,3,0
20240331,4,1,6,1359.93,435.03,4,0
20240929,4,3,10,392.41,162.01,2,0
20260215,4,3,1,2295.73,1055.0,2,0
20251228,4,1,9,340.46,132.23,4,0
20250408,1,2,4,772.38,313.53,4,0
20250728,1,1,10,1289.79,251.56,4,0
20241120,1,1,3,1084.25,294.99,2,1
20251124,1,2,7,763.68,275.18,1,0
20250614,3,2,6,1193.18,482.1,3,0
20250115,2,1,3,1118.04,407.3,8,0
20250215,3,2,5,997.93,303.68,3,0
20240525,3,2,8,1668.49,338.02,3,0
20240407,1,1,4,4456.66,1223.63,9,0
20250224,1,1,1,1942.28,804.7,2,1
20251227,3,2,3,734.38,297.33,2,0
20240914,4,2,8,1246.36,467.08,8,0
20250225,1,3,3,394.3,118.96,3,0
20241209,1,1,2,468.58,190.24,1,1
20251020,4,3,5,822.52,170.01,4,0
20250620,4,2,3,1787.04,731.51,3,0
20251123,3,1,2,2848.3,1091.13,3,0
20250710,1,3,10,337.48,114.16,3,0
20251124,3,1,1,3947.69,744.87,5,0
20240417,1,2,9,4016.49,1483.72,1,1
20240607,4,1,2,768.44,315.28,1,0
20250220,1,2,10,1636.91,451.46,2,0
20250424,2,1,10,2041.42,759.22,4,0
20260124,1,3,2,2748.84,681.89,2,1
20240917,3,1,3,689.19,280.43,4,1
20240310,2,2,2,567.51,133.21,2,0
20251102,3,1,2,453.56,118.0,5,0
20251115,1,1,9,1475.28,550.2,3,0
20250609,2,2,1,1164.54,519.85,1,0
20250605,4,2,9,1129.61,511.34,2,0
20241225,1,2,7,1557.83,414.58,4,0
20251022,4,2,6,857.76,277.73,4,0
20250427,1,1,10,2490.53,866.45,3,1
20251212,1,3,10,734.4,253.8,5,0
20240614,3,1,5,478.47,243.32,3,0
20251231,4,2,7,630.23,276.1,5,1
20250912,4,2,8,1503.29,540.77,4,0
20250724,2,1,6,1677.09,521.43,5,0
20240503,2,1,6,1309.7,429.99,4,1
20241028,3,2,5,760.88,354.43,4,0
20250320,3,3,7,1196.78,293.4,2,0
20251206,2,1,1,1197.77,474.39,4,1
20241229,1,3,2,1913.48,566.41,1,0
20250211,4,2,10,2405.97,927.41,2,0
20240501,4,1,9,1356.87,418.47,3,0
20250530,4,1,6,993.82,513.14,2,1
20250206,2,2,4,4301.61,2097.06,3,0
20250115,1,2,2,1140.52,587.94,4,0
20251223,1,2,8,424.23,150.62,2,0
20251016,2,1,5,1574.09,512.05,3,0
20240329,1,1,10,1292.32,555.34,2,0
20240503,2,1,9,863.12,270.36,2,0
20240830,1,2,3,3248.95,1410.47,2,0
20240904,1,2,6,1126.73,392.72,7,0
20240925,2,1,1,1792.92,734.36,7,0
20251017,1,1,7,3142.87,1176.84,2,0
20250428,1,2,1,1454.77,377.49,2,0
20250210,1,2,9,3208.6,844.52,3,0
20240612,1,1,7,304.31,66.05,1,0
20241022,1,1,6,2621.13,832.63,2,1
20240928,3,2,3,578.44,109.85,3,1
20240820,1,3,7,529.67,188.41,2,0
20250912,4,2,4,895.74,387.77,4,0
20250120,3,2,9,1686.28,508.82,3,0
20250908,4,2,10,283.07,109.81,2,1
20251112,2,3,8,1727.82,520.6,3,0
20250520,1,1,4,1865.35,710.45,3,1
20251024,1,1,6,766.62,348.72,3,0
20250517,3,3,8,496.75,255.7,5,0
20250815,4,2,3,1125.16,355.23,2,0
20251130,1,2,3,1230.77,281.19,3,0
20240822,4,2,4,2196.57,504.93,3,0
20250326,3,2,10,3629.87,877.9,2,0
20240719,3,2,4,1294.88,410.91,2,0
20240910,3,3,1,1279.49,348.24,5,0
20240519,1,2,8,440.29,174.38,7,0
20251225,3,2,7,710.86,263.53,2,0
20240520,2,1,9,732.23,202.74,3,0
20250527,4,3,3,2254.33,924.9,3,0
20250615,2,3,4,872.47,379.58,2,0
20241104,2,2,5,1247.18,332.82,2,0
20240507,3,1,3,605.15,167.34,2,0
20241005,3,2,10,886.35,431.16,1,0
20241127,2,2,8,2764.43,1074.71,4,0
20241028,1,1,9,5282.4,1771.82,5,1
20250131,1,1,2,2353.26,1081.89,2,0
20250920,2,2,2,1384.85,570.0,3,1
20250610,3,2,5,1181.87,349.4,4,0
20250524,2,2,3,94.29,41.36,6,0
20240303,3,1,7,3153.11,974.99,2,1
20240831,3,2,9,1036.92,395.84,2,0
20240229,2,3,4,1499.34,596.45,3,0
20251201,2,3,3,208.36,67.37,2,0
20240629,2,3,4,1822.25,630.92,3,0
20240311,1,2,10,609.63,214.97,5,0
20250803,1,2,5,1665.6,205.32,1,0
20251116,2,3,3,800.86,207.31,2,0
20241022,1,3,7,397.43,130.52,3,0
20250219,3,2,10,2948.03,983.72,5,0
20250727,4,2,2,652.1,291.36,3,0
20250110,1,2,10,914.97,298.06,1,0
20241013,1,3,3,423.19,154.06,4,0
20240326,4,2,10,1045.09,374.68,3,0
20250812,3,1,4,1157.72,411.62,2,1
20240730,1,3,6,1115.87,386.4,1,0
20251116,2,1,7,1028.46,310.18,4,0
20260130,1,1,9,3282.13,1621.71,3,1
20250330,3,2,8,1905.03,651.69,5,0
20250205,2,3,9,123.06,59.59,4,0
20240907,4,1,5,2003.6,949.75,4,0
20240811,2,3,9,1554.62,281.51,7,0
20250308,4,1,3,188.13,99.23,3,0
20250628,4,3,10,848.41,376.09,4,0
20250221,3,2,1,912.89,315.43,3,0
20250621,2,2,9,792.89,229.55,2,0
20241026,2,1,5,2644.05,780.54,5,1
20250928,2,3,2,336.27,134.58,4,0
20251024,1,1,7,2908.7,1356.17,1,1
20251006,3,2,2,416.69,116.08,4,0
20240814,3,2,1,1793.93,662.02,5,0
20250722,3,2,5,2507.1,1380.55,1,1
20250406,3,1,6,1022.61,253.56,3,0
20250921,2,2,2,779.45,200.16,4,0
20240919,3,1,8,1132.26,411.02,1,0
20240728,2,2,5,1162.66,416.55,2,0
20240413,4,2,5,848.89,233.67,2,0
20251205,1,3,9,1173.06,284.64,5,0
20240226,1,2,5,961.62,234.86,6,1
20250407,1,1,2,1482.1,747.03,5,0
20240611,3,2,8,548.31,212.68,2,1
20240816,3,2,3,2339.68,1023.8,3,0
20250715,1,3,10,1211.0,478.76,2,0
20240704,4,1,7,2011.7,668.4,3,0
20250329,2,3,8,1427.12,502.49,2,0
20241215,2,2,5,1736.0,705.2,2,1
20250830,3,2,8,1098.49,298.74,2,0
20250517,3,3,9,397.61,113.42,2,0
20240312,1,2,4,1221.51,423.84,5,0
20251125,3,2,3,1761.48,375.74,1,0
20250208,4,2,7,338.59,141.45,2,0
20240915,2,3,7,614.15,275.57,3,0
20240708,1,1,5,1700.74,1141.33,3,0
20250804,1,1,6,1886.91,787.32,2,0
20250717,3,2,7,894.2,396.94,2,0
20240501,3,1,4,756.63,235.49,2,0
20250619,4,1,6,528.0,122.37,4,0
20250529,3,2,5,382.53,136.32,4,0
20250201,2,2,2,1518.16,639.71,3,0
20260201,4,3,2,681.44,166.06,2,1
20251112,1,2,5,388.88,112.39,1,0
20240802,3,3,7,610.25,176.6,3,0
20240804,2,1,10,1821.37,824.45,3,0
20241105,4,1,6,273.63,92.2,6,1
20250805,3,1,8,2732.75,988.08,1,0
20250827,2,1,9,1988.12,499.27,3,0
20240729,3,2,4,2155.76,648.23,2,0
20250625,4,1,7,423.46,78.24,4,0
20250502,1,2,6,1351.24,694.61,6,0
20240323,3,2,6,30.34,4.58,2,0
20240308,2,2,3,1924.79,835.17,3,0
20240502,4,2,3,168.29,41.88,4,0
20250820,4,2,10,446.3,143.41,3,0
20240531,1,1,3,1264.83,346.34,3,0
20240927,2,1,5,2109.95,1034.15,2,0
20240906,2,2,2,2354.92,879.57,4,1
20251203,4,2,4,1065.31,421.23,2,1
20241211,3,2,6,1148.42,209.67,3,1
20250822,1,2,6,177.16,58.76,2,0
20240404,2,1,2,1143.91,409.37,3,0
20240918,2,2,5,1484.5,313.82,3,0
20250902,2,3,6,366.33,85.15,2,1
20250623,3,1,6,1566.79,560.49,4,0
20250127,3,2,10,3055.5,995.49,2,1
20250705,1,3,7,447.62,128.77,4,1
20241031,3,1,3,3216.13,1150.26,2,0
20240509,2,2,10,709.53,233.28,3,0
20250304,2,2,3,763.27,401.29,4,1
20260127,1,1,4,1184.88,337.8,4,0
20240712,4,2,3,805.57,365.26,1,0
20250527,4,2,1,1774.94,901.17,3,1
20250514,1,1,8,1370.15,457.82,6,1
20250212,2,3,5,361.27,77.97,1,0
20250411,4,3,2,1813.74,528.99,3,0
20260103,2,1,2,799.57,382.45,3,0
20250816,1,2,5,332.33,145.69,1,0
20250523,2,3,6,559.38,278.22,4,0
20250419,1,2,4,836.01,281.48,2,1
20250520,2,2,1,372.07,146.27,2,0
20251002,4,3,2,313.32,182.2,2,0
20240619,2,3,7,558.6,257.38,1,0
20240416,3,2,4,378.12,127.34,2,0
20250228,1,2,7,369.79,93.21,2,0
20260108,3,2,4,648.4,357.87,3,0
20250724,2,1,7,1438.48,402.24,3,0
20240922,4,1,7,2027.24,352.79,4,0
20251113,1,1,10,239.99,92.19,5,1
20260104,2,3,10,1351.68,555.04,3,0
20250505,4,1,8,386.86,162.92,4,1
20241009,2,2,8,1671.85,540.42,5,0
20251219,1,1,8,2392.55,1027.54,3,1
20241119,4,2,6,1039.56,267.33,4,0
20240620,3,1,7,3176.89,1212.42,1,0
20251017,2,2,3,344.86,65.22,2,0
20250219,2,2,7,670.72,165.81,5,0
20250119,1,2,9,2586.81,808.17,2,1
20240405,3,2,2,2596.47,1083.37,4,0
20240825,2,2,7,2738.88,735.33,2,0
20250629,2,1,7,1557.92,805.96,2,0
20240921,1,1,9,1633.88,661.21,1,0
20241124,3,2,1,3223.25,553.32,3,0
20240623,3,3,7,945.69,238.57,1,0
20250313,2,1,9,4897.63,1074.31,3,1
20250814,1,1,8,2674.49,470.47,3,0
20241109,1,2,3,966.02,199.94,3,0
20250622,2,3,1,531.4,155.22,3,0
20250718,3,1,9,1021.32,454.19,1,0
20240527,1,2,1,614.1,193.25,6,0
20240804,4,3,2,86.43,16.96,2,0
20240723,1,3,10,445.18,194.28,5,0
20240621,3,2,6,1851.97,661.79,3,1
20250528,4,3,1,657.2,111.55,3,0
20250912,3,2,4,1747.06,688.64,4,0
20240410,1,3,6,329.67,99.71,2,0
20241016,2,1,1,2119.15,910.06,5,0
20250306,3,3,8,1367.93,693.39,3,0
20250825,3,2,9,1805.78,789.99,3,0
20240909,2,1,9,985.15,310.46,2,1
20240321,2,1,3,2391.92,521.83,3,0
20250326,2,1,8,945.34,271.06,2,1
20260208,3,1,5,860.54,262.01,3,0
20240401,4,3,2,354.52,158.58,5,0
20250613,3,1,5,1228.06,499.68,4,0
20241005,1,2,8,3133.91,791.05,4,0
20250808,2,2,2,2724.56,1172.65,4,0
20240831,2,3,9,501.61,197.14,3,0
20250402,1,3,10,1367.0,441.27,3,0
20241108,4,1,6,1349.51,629.3,5,0
20251210,2,1,3,343.03,148.83,1,0
20240710,4,1,3,498.39,170.62,3,0
20251008,3,2,6,3385.18,1597.88,5,0
20250514,3,2,6,1050.23,316.22,4,0
20250418,2,3,7,794.37,307.57,4,1
20241213,4,2,10,491.33,194.54,2,0
20250921,1,3,5,1540.02,705.53,2,0
20240703,4,3,10,891.73,267.58,2,0
20250131,3,2,8,1743.12,432.34,2,0
20241108,2,2,1,615.76,259.42,4,1
20260218,3,2,7,350.95,149.04,2,0
20250913,3,2,9,1568.36,342.78,5,0
20260112,3,1,9,786.02,357.36,6,0
20240604,1,3,6,184.34,70.78,2,0
20240404,1,3,5,172.54,53.71,1,0
20241114,4,1,3,505.45,177.67,2,0
20240724,3,1,1,2983.45,924.1,2,0
20251119,2,1,3,1114.08,302.53,3,0
20260115,1,2,6,1068.21,244.55,4,0
20250120,2,3,7,147.45,55.19,2,0
20240624,1,1,7,1360.15,352.71,4,0
20251001,1,3,2,1845.96,319.01,6,0
20241001,2,1,5,789.65,298.57,2,0
20240627,4,3,10,339.86,90.85,4,0
20241026,3,2,10,999.42,182.94,3,0
20251004,2,3,6,1309.84,438.08,3,0
20250727,4,2,7,799.04,276.88,3,0
20240317,3,2,2,820.69,234.88,1,0
20240902,1,2,1,2583.73,1185.62,5,0
20241007,2,2,10,1177.77,390.91,3,0
20251101,2,2,4,879.74,230.76,2,1
20250605,3,1,4,662.76,248.67,2,0
20240603,3,1,2,338.93,114.21,3,0
20250222,2,3,5,1551.78,436.16,6,0
20240518,2,1,5,2309.63,493.38,4,0
20260118,1,2,9,3023.33,832.0,4,0
20251220,1,1,2,1784.88,464.68,1,0
20240421,3,2,10,1794.91,688.27,1,0
20260127,4,3,6,675.53,184.18,5,0
20240318,1,3,2,2162.47,611.28,3,1
20250927,4,1,6,674.16,312.73,4,1
20240828,2,1,10,1809.32,480.85,4,0
20250731,4,3,7,1766.94,584.35,2,0
20250925,1,1,6,2506.09,866.46,3,1
20241115,1,1,8,1076.54,105.46,6,0
20241007,2,1,5,3194.48,1463.74,2,0
20251121,4,1,3,2162.38,796.07,2,0
20240403,2,3,8,1141.18,380.98,5,0
20240627,4,1,8,1466.17,358.35,3,1
20240730,2,1,7,745.81,209.63,2,1
20241222,1,3,4,424.98,166.44,2,0
20240502,4,2,2,1634.95,645.13,4,0
20251201,1,2,8,412.91,133.8,3,0
20250325,3,1,2,708.04,352.98,8,0
20251208,4,2,5,999.56,195.21,6,0
20251011,1,2,8,626.25,270.84,1,0
20250917,2,2,5,1113.97,528.42,3,1
20251217,1,3,3,892.33,516.9,4,0
20250405,2,3,8,1146.71,231.65,2,0
20250519,3,3,8,904.09,247.74,5,0
20240705,1,1,9,1696.17,380.01,3,0
20240504,1,1,7,1655.6,601.53,3,0
20250204,1,2,10,1032.96,394.2,3,0
20250110,3,1,2,1935.81,790.02,3,0
20240820,4,1,5,1021.69,465.53,3,0
20251001,1,3,7,1174.31,445.74,1,0
20250807,1,2,8,3550.99,2061.16,1,1
20240803,1,2,10,1315.46,444.29,4,0
20250929,3,3,4,998.66,233.32,3,0
20251111,3,3,10,467.1,168.44,5,0
